 Initializing flow with inflow =            1
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 428600   0.10000E-02   0.16231E+02   0.22667E+01   0.44784E-27   0.16740E-26   0.00000E+00   0.00000E+00   0.10398E-27   0.00000E+00
 428700   0.10000E-02   0.16231E+02   0.22667E+01   0.39368E-27   0.14305E-26   0.00000E+00   0.00000E+00   0.10719E-27   0.00000E+00
 428800   0.10000E-02   0.16231E+02   0.22667E+01   0.29443E-27   0.14614E-26   0.00000E+00   0.00000E+00   0.10588E-27   0.00000E+00
 428900   0.10000E-02   0.16231E+02   0.22667E+01   0.39430E-27   0.13561E-26   0.00000E+00   0.00000E+00   0.96815E-28   0.00000E+00
 429000   0.10000E-02   0.16231E+02   0.22667E+01   0.39917E-27   0.13334E-26   0.00000E+00   0.00000E+00   0.79980E-28   0.00000E+00
 429100   0.10000E-02   0.16231E+02   0.22667E+01   0.35361E-27   0.15714E-26   0.00000E+00   0.00000E+00   0.91316E-28   0.00000E+00
 429200   0.10000E-02   0.16231E+02   0.22667E+01   0.74709E-27   0.15639E-26   0.00000E+00   0.00000E+00   0.10059E-27   0.00000E+00
 429300   0.10000E-02   0.16231E+02   0.22667E+01   0.43267E-27   0.15272E-26   0.00000E+00   0.00000E+00   0.89921E-28   0.00000E+00
 429400   0.10000E-02   0.16231E+02   0.22667E+01   0.49806E-27   0.20228E-26   0.00000E+00   0.00000E+00   0.11092E-27   0.00000E+00
 429500   0.10000E-02   0.16231E+02   0.22667E+01   0.51799E-27   0.15981E-26   0.00000E+00   0.00000E+00   0.10472E-27   0.00000E+00
 429600   0.10000E-02   0.16231E+02   0.22667E+01   0.48514E-27   0.17600E-26   0.00000E+00   0.00000E+00   0.89983E-28   0.00000E+00
 429700   0.10000E-02   0.16231E+02   0.22667E+01   0.56052E-27   0.14084E-26   0.00000E+00   0.00000E+00   0.95037E-28   0.00000E+00
 429800   0.10000E-02   0.16231E+02   0.22667E+01   0.37450E-27   0.14418E-26   0.00000E+00   0.00000E+00   0.96912E-28   0.00000E+00
 429900   0.10000E-02   0.16231E+02   0.22667E+01   0.35022E-27   0.16956E-26   0.00000E+00   0.00000E+00   0.98946E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 430000   0.10000E-02   0.16231E+02   0.22667E+01   0.32989E-27   0.14759E-26   0.00000E+00   0.00000E+00   0.97790E-28   0.00000E+00
 430100   0.10000E-02   0.16231E+02   0.22667E+01   0.35685E-27   0.14152E-26   0.00000E+00   0.00000E+00   0.99408E-28   0.00000E+00
 430200   0.10000E-02   0.16231E+02   0.22667E+01   0.47934E-27   0.13211E-26   0.00000E+00   0.00000E+00   0.87476E-28   0.00000E+00
 430300   0.10000E-02   0.16231E+02   0.22667E+01   0.32330E-27   0.15366E-26   0.00000E+00   0.00000E+00   0.98720E-28   0.00000E+00
 430400   0.10000E-02   0.16231E+02   0.22667E+01   0.38347E-27   0.15913E-26   0.00000E+00   0.00000E+00   0.92565E-28   0.00000E+00
 430500   0.10000E-02   0.16231E+02   0.22667E+01   0.48276E-27   0.16912E-26   0.00000E+00   0.00000E+00   0.96622E-28   0.00000E+00
 430600   0.10000E-02   0.16231E+02   0.22667E+01   0.55544E-27   0.17139E-26   0.00000E+00   0.00000E+00   0.98048E-28   0.00000E+00
 430700   0.10000E-02   0.16231E+02   0.22667E+01   0.37430E-27   0.16195E-26   0.00000E+00   0.00000E+00   0.85572E-28   0.00000E+00
 430800   0.10000E-02   0.16231E+02   0.22667E+01   0.53105E-27   0.14850E-26   0.00000E+00   0.00000E+00   0.10131E-27   0.00000E+00
 430900   0.10000E-02   0.16231E+02   0.22667E+01   0.49556E-27   0.14723E-26   0.00000E+00   0.00000E+00   0.88867E-28   0.00000E+00
 431000   0.10000E-02   0.16231E+02   0.22667E+01   0.40265E-27   0.13898E-26   0.00000E+00   0.00000E+00   0.86440E-28   0.00000E+00
 431100   0.10000E-02   0.16231E+02   0.22667E+01   0.35454E-27   0.14457E-26   0.00000E+00   0.00000E+00   0.96101E-28   0.00000E+00
 431200   0.10000E-02   0.16231E+02   0.22667E+01   0.45493E-27   0.16067E-26   0.00000E+00   0.00000E+00   0.85965E-28   0.00000E+00
 431300   0.10000E-02   0.16231E+02   0.22667E+01   0.48377E-27   0.16744E-26   0.00000E+00   0.00000E+00   0.93910E-28   0.00000E+00
 431400   0.10000E-02   0.16231E+02   0.22667E+01   0.35100E-27   0.16038E-26   0.00000E+00   0.00000E+00   0.10376E-27   0.00000E+00
 431500   0.10000E-02   0.16231E+02   0.22667E+01   0.35700E-27   0.14105E-26   0.00000E+00   0.00000E+00   0.93441E-28   0.00000E+00
 431600   0.10000E-02   0.16231E+02   0.22667E+01   0.34205E-27   0.14614E-26   0.00000E+00   0.00000E+00   0.10081E-27   0.00000E+00
 431700   0.10000E-02   0.16231E+02   0.22667E+01   0.43823E-27   0.13522E-26   0.00000E+00   0.00000E+00   0.99336E-28   0.00000E+00
 431800   0.10000E-02   0.16231E+02   0.22667E+01   0.43774E-27   0.15136E-26   0.00000E+00   0.00000E+00   0.95701E-28   0.00000E+00
 431900   0.10000E-02   0.16231E+02   0.22667E+01   0.47024E-27   0.17147E-26   0.00000E+00   0.00000E+00   0.97519E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 432000   0.10000E-02   0.16231E+02   0.22667E+01   0.34128E-27   0.15204E-26   0.00000E+00   0.00000E+00   0.10045E-27   0.00000E+00
 432100   0.10000E-02   0.16231E+02   0.22667E+01   0.46739E-27   0.15017E-26   0.00000E+00   0.00000E+00   0.97318E-28   0.00000E+00
 432200   0.10000E-02   0.16231E+02   0.22667E+01   0.41245E-27   0.15443E-26   0.00000E+00   0.00000E+00   0.10387E-27   0.00000E+00
 432300   0.10000E-02   0.16231E+02   0.22667E+01   0.41848E-27   0.14937E-26   0.00000E+00   0.00000E+00   0.94813E-28   0.00000E+00
 432400   0.10000E-02   0.16231E+02   0.22667E+01   0.37787E-27   0.18414E-26   0.00000E+00   0.00000E+00   0.92447E-28   0.00000E+00
 432500   0.10000E-02   0.16231E+02   0.22667E+01   0.37350E-27   0.14279E-26   0.00000E+00   0.00000E+00   0.96677E-28   0.00000E+00
 432600   0.10000E-02   0.16231E+02   0.22667E+01   0.49352E-27   0.13539E-26   0.00000E+00   0.00000E+00   0.88221E-28   0.00000E+00
 432700   0.10000E-02   0.16231E+02   0.22667E+01   0.39475E-27   0.16065E-26   0.00000E+00   0.00000E+00   0.98186E-28   0.00000E+00
 432800   0.10000E-02   0.16231E+02   0.22667E+01   0.40328E-27   0.16069E-26   0.00000E+00   0.00000E+00   0.10093E-27   0.00000E+00
 432900   0.10000E-02   0.16231E+02   0.22667E+01   0.42050E-27   0.15232E-26   0.00000E+00   0.00000E+00   0.96080E-28   0.00000E+00
 433000   0.10000E-02   0.16231E+02   0.22667E+01   0.39665E-27   0.16809E-26   0.00000E+00   0.00000E+00   0.10188E-27   0.00000E+00
 433100   0.10000E-02   0.16231E+02   0.22667E+01   0.40499E-27   0.15289E-26   0.00000E+00   0.00000E+00   0.97276E-28   0.00000E+00
 433200   0.10000E-02   0.16231E+02   0.22667E+01   0.33244E-27   0.17145E-26   0.00000E+00   0.00000E+00   0.10075E-27   0.00000E+00
 433300   0.10000E-02   0.16231E+02   0.22667E+01   0.41135E-27   0.14453E-26   0.00000E+00   0.00000E+00   0.95331E-28   0.00000E+00
 433400   0.10000E-02   0.16231E+02   0.22667E+01   0.35818E-27   0.14483E-26   0.00000E+00   0.00000E+00   0.94989E-28   0.00000E+00
 433500   0.10000E-02   0.16231E+02   0.22667E+01   0.36790E-27   0.15263E-26   0.00000E+00   0.00000E+00   0.90325E-28   0.00000E+00
 433600   0.10000E-02   0.16231E+02   0.22667E+01   0.45420E-27   0.15803E-26   0.00000E+00   0.00000E+00   0.96643E-28   0.00000E+00
 433700   0.10000E-02   0.16231E+02   0.22667E+01   0.78913E-27   0.16217E-26   0.00000E+00   0.00000E+00   0.10004E-27   0.00000E+00
 433800   0.10000E-02   0.16231E+02   0.22667E+01   0.38325E-27   0.14932E-26   0.00000E+00   0.00000E+00   0.10221E-27   0.00000E+00
 433900   0.10000E-02   0.16231E+02   0.22667E+01   0.36429E-27   0.14937E-26   0.00000E+00   0.00000E+00   0.10165E-27   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 434000   0.10000E-02   0.16231E+02   0.22667E+01   0.53317E-27   0.15884E-26   0.00000E+00   0.00000E+00   0.98738E-28   0.00000E+00
 434100   0.10000E-02   0.16231E+02   0.22667E+01   0.42071E-27   0.14742E-26   0.00000E+00   0.00000E+00   0.10379E-27   0.00000E+00
 434200   0.10000E-02   0.16231E+02   0.22667E+01   0.33985E-27   0.14241E-26   0.00000E+00   0.00000E+00   0.97254E-28   0.00000E+00
 434300   0.10000E-02   0.16231E+02   0.22667E+01   0.32451E-27   0.14617E-26   0.00000E+00   0.00000E+00   0.87148E-28   0.00000E+00
 434400   0.10000E-02   0.16231E+02   0.22667E+01   0.40866E-27   0.14375E-26   0.00000E+00   0.00000E+00   0.10350E-27   0.00000E+00
 434500   0.10000E-02   0.16231E+02   0.22667E+01   0.56079E-27   0.15029E-26   0.00000E+00   0.00000E+00   0.95007E-28   0.00000E+00
 434600   0.10000E-02   0.16231E+02   0.22667E+01   0.39004E-27   0.13822E-26   0.00000E+00   0.00000E+00   0.83719E-28   0.00000E+00
 434700   0.10000E-02   0.16231E+02   0.22667E+01   0.54138E-27   0.15946E-26   0.00000E+00   0.00000E+00   0.91115E-28   0.00000E+00
 434800   0.10000E-02   0.16231E+02   0.22667E+01   0.48943E-27   0.14403E-26   0.00000E+00   0.00000E+00   0.94297E-28   0.00000E+00
 434900   0.10000E-02   0.16231E+02   0.22667E+01   0.47169E-27   0.15467E-26   0.00000E+00   0.00000E+00   0.10138E-27   0.00000E+00
 435000   0.10000E-02   0.16231E+02   0.22667E+01   0.52035E-27   0.14585E-26   0.00000E+00   0.00000E+00   0.95929E-28   0.00000E+00
 435100   0.10000E-02   0.16231E+02   0.22667E+01   0.32561E-27   0.15312E-26   0.00000E+00   0.00000E+00   0.93500E-28   0.00000E+00
 435200   0.10000E-02   0.16231E+02   0.22667E+01   0.40482E-27   0.14951E-26   0.00000E+00   0.00000E+00   0.95355E-28   0.00000E+00
 435300   0.10000E-02   0.16231E+02   0.22667E+01   0.47923E-27   0.13656E-26   0.00000E+00   0.00000E+00   0.92556E-28   0.00000E+00
 435400   0.10000E-02   0.16231E+02   0.22667E+01   0.36164E-27   0.16545E-26   0.00000E+00   0.00000E+00   0.97165E-28   0.00000E+00
 435500   0.10000E-02   0.16231E+02   0.22667E+01   0.36367E-27   0.14888E-26   0.00000E+00   0.00000E+00   0.10149E-27   0.00000E+00
 435600   0.10000E-02   0.16231E+02   0.22667E+01   0.29870E-27   0.12976E-26   0.00000E+00   0.00000E+00   0.86844E-28   0.00000E+00
 435700   0.10000E-02   0.16231E+02   0.22667E+01   0.49133E-27   0.13876E-26   0.00000E+00   0.00000E+00   0.11366E-27   0.00000E+00
 435800   0.10000E-02   0.16231E+02   0.22667E+01   0.48641E-27   0.14350E-26   0.00000E+00   0.00000E+00   0.85197E-28   0.00000E+00
 435900   0.10000E-02   0.16231E+02   0.22667E+01   0.37712E-27   0.15045E-26   0.00000E+00   0.00000E+00   0.10051E-27   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 436000   0.10000E-02   0.16231E+02   0.22667E+01   0.48397E-27   0.16387E-26   0.00000E+00   0.00000E+00   0.92723E-28   0.00000E+00
 436100   0.10000E-02   0.16231E+02   0.22667E+01   0.46654E-27   0.16617E-26   0.00000E+00   0.00000E+00   0.96900E-28   0.00000E+00
 436200   0.10000E-02   0.16231E+02   0.22667E+01   0.38257E-27   0.14865E-26   0.00000E+00   0.00000E+00   0.10016E-27   0.00000E+00
 436300   0.10000E-02   0.16231E+02   0.22667E+01   0.38315E-27   0.14113E-26   0.00000E+00   0.00000E+00   0.94496E-28   0.00000E+00
 436400   0.10000E-02   0.16231E+02   0.22667E+01   0.29479E-27   0.14146E-26   0.00000E+00   0.00000E+00   0.91763E-28   0.00000E+00
 436500   0.10000E-02   0.16231E+02   0.22667E+01   0.48078E-27   0.16754E-26   0.00000E+00   0.00000E+00   0.10450E-27   0.00000E+00
 436600   0.10000E-02   0.16231E+02   0.22667E+01   0.50029E-27   0.14212E-26   0.00000E+00   0.00000E+00   0.81010E-28   0.00000E+00
 436700   0.10000E-02   0.16231E+02   0.22667E+01   0.40432E-27   0.14016E-26   0.00000E+00   0.00000E+00   0.98456E-28   0.00000E+00
 436800   0.10000E-02   0.16231E+02   0.22667E+01   0.44007E-27   0.15580E-26   0.00000E+00   0.00000E+00   0.92987E-28   0.00000E+00
 436900   0.10000E-02   0.16231E+02   0.22667E+01   0.40258E-27   0.13938E-26   0.00000E+00   0.00000E+00   0.10098E-27   0.00000E+00
 437000   0.10000E-02   0.16231E+02   0.22667E+01   0.53557E-27   0.16633E-26   0.00000E+00   0.00000E+00   0.10642E-27   0.00000E+00
 437100   0.10000E-02   0.16231E+02   0.22667E+01   0.41757E-27   0.17512E-26   0.00000E+00   0.00000E+00   0.95869E-28   0.00000E+00
 437200   0.10000E-02   0.16231E+02   0.22667E+01   0.53844E-27   0.18181E-26   0.00000E+00   0.00000E+00   0.10122E-27   0.00000E+00
 437300   0.10000E-02   0.16231E+02   0.22667E+01   0.43978E-27   0.14411E-26   0.00000E+00   0.00000E+00   0.10034E-27   0.00000E+00
 437400   0.10000E-02   0.16231E+02   0.22667E+01   0.42617E-27   0.17464E-26   0.00000E+00   0.00000E+00   0.91091E-28   0.00000E+00
 437500   0.10000E-02   0.16231E+02   0.22667E+01   0.42126E-27   0.14974E-26   0.00000E+00   0.00000E+00   0.10199E-27   0.00000E+00
 437600   0.10000E-02   0.16231E+02   0.22667E+01   0.33804E-27   0.16644E-26   0.00000E+00   0.00000E+00   0.96809E-28   0.00000E+00
 437700   0.10000E-02   0.16231E+02   0.22667E+01   0.40806E-27   0.16909E-26   0.00000E+00   0.00000E+00   0.10842E-27   0.00000E+00
 437800   0.10000E-02   0.16231E+02   0.22667E+01   0.40018E-27   0.13863E-26   0.00000E+00   0.00000E+00   0.79645E-28   0.00000E+00
 437900   0.10000E-02   0.16231E+02   0.22667E+01   0.43804E-27   0.14379E-26   0.00000E+00   0.00000E+00   0.94632E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 438000   0.10000E-02   0.16231E+02   0.22667E+01   0.34045E-27   0.15836E-26   0.00000E+00   0.00000E+00   0.98007E-28   0.00000E+00
 438100   0.10000E-02   0.16231E+02   0.22667E+01   0.45322E-27   0.14228E-26   0.00000E+00   0.00000E+00   0.10177E-27   0.00000E+00
 438200   0.10000E-02   0.16231E+02   0.22667E+01   0.43192E-27   0.14866E-26   0.00000E+00   0.00000E+00   0.10856E-27   0.00000E+00
 438300   0.10000E-02   0.16231E+02   0.22667E+01   0.34854E-27   0.16827E-26   0.00000E+00   0.00000E+00   0.95228E-28   0.00000E+00
 438400   0.10000E-02   0.16231E+02   0.22667E+01   0.38985E-27   0.14080E-26   0.00000E+00   0.00000E+00   0.90006E-28   0.00000E+00
 438500   0.10000E-02   0.16231E+02   0.22667E+01   0.45538E-27   0.15816E-26   0.00000E+00   0.00000E+00   0.92579E-28   0.00000E+00
 438600   0.10000E-02   0.16231E+02   0.22667E+01   0.35681E-27   0.17040E-26   0.00000E+00   0.00000E+00   0.96009E-28   0.00000E+00
 438700   0.10000E-02   0.16231E+02   0.22667E+01   0.46027E-27   0.15924E-26   0.00000E+00   0.00000E+00   0.10156E-27   0.00000E+00
 438800   0.10000E-02   0.16231E+02   0.22667E+01   0.44590E-27   0.15014E-26   0.00000E+00   0.00000E+00   0.93491E-28   0.00000E+00
 438900   0.10000E-02   0.16231E+02   0.22667E+01   0.41855E-27   0.14131E-26   0.00000E+00   0.00000E+00   0.94217E-28   0.00000E+00
 439000   0.10000E-02   0.16231E+02   0.22667E+01   0.50264E-27   0.13045E-26   0.00000E+00   0.00000E+00   0.92495E-28   0.00000E+00
 439100   0.10000E-02   0.16231E+02   0.22667E+01   0.35350E-27   0.13685E-26   0.00000E+00   0.00000E+00   0.97456E-28   0.00000E+00
 439200   0.10000E-02   0.16231E+02   0.22667E+01   0.43406E-27   0.15479E-26   0.00000E+00   0.00000E+00   0.97898E-28   0.00000E+00
 439300   0.10000E-02   0.16231E+02   0.22667E+01   0.47941E-27   0.14347E-26   0.00000E+00   0.00000E+00   0.94272E-28   0.00000E+00
 439400   0.10000E-02   0.16231E+02   0.22667E+01   0.40679E-27   0.14178E-26   0.00000E+00   0.00000E+00   0.90671E-28   0.00000E+00
 439500   0.10000E-02   0.16231E+02   0.22667E+01   0.51920E-27   0.15023E-26   0.00000E+00   0.00000E+00   0.95727E-28   0.00000E+00
 439600   0.10000E-02   0.16231E+02   0.22667E+01   0.64527E-27   0.16066E-26   0.00000E+00   0.00000E+00   0.97907E-28   0.00000E+00
 439700   0.10000E-02   0.16231E+02   0.22667E+01   0.31508E-27   0.16283E-26   0.00000E+00   0.00000E+00   0.98127E-28   0.00000E+00
 439800   0.10000E-02   0.16231E+02   0.22667E+01   0.24619E-27   0.16999E-26   0.00000E+00   0.00000E+00   0.91004E-28   0.00000E+00
 439900   0.10000E-02   0.16231E+02   0.22667E+01   0.54009E-27   0.13935E-26   0.00000E+00   0.00000E+00   0.88649E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 440000   0.10000E-02   0.16231E+02   0.22667E+01   0.34949E-27   0.14316E-26   0.00000E+00   0.00000E+00   0.91378E-28   0.00000E+00
 440100   0.10000E-02   0.16231E+02   0.22667E+01   0.37768E-27   0.16542E-26   0.00000E+00   0.00000E+00   0.10906E-27   0.00000E+00
 440200   0.10000E-02   0.16231E+02   0.22667E+01   0.34746E-27   0.16046E-26   0.00000E+00   0.00000E+00   0.10499E-27   0.00000E+00
 440300   0.10000E-02   0.16231E+02   0.22667E+01   0.50224E-27   0.16333E-26   0.00000E+00   0.00000E+00   0.99831E-28   0.00000E+00
 440400   0.10000E-02   0.16231E+02   0.22667E+01   0.35754E-27   0.13951E-26   0.00000E+00   0.00000E+00   0.90205E-28   0.00000E+00
 440500   0.10000E-02   0.16231E+02   0.22667E+01   0.68857E-27   0.16512E-26   0.00000E+00   0.00000E+00   0.10325E-27   0.00000E+00
 440600   0.10000E-02   0.16231E+02   0.22667E+01   0.51873E-27   0.14242E-26   0.00000E+00   0.00000E+00   0.92533E-28   0.00000E+00
 440700   0.10000E-02   0.16231E+02   0.22667E+01   0.37707E-27   0.15346E-26   0.00000E+00   0.00000E+00   0.10552E-27   0.00000E+00
 440800   0.10000E-02   0.16231E+02   0.22667E+01   0.68417E-27   0.14305E-26   0.00000E+00   0.00000E+00   0.92414E-28   0.00000E+00
 440900   0.10000E-02   0.16231E+02   0.22667E+01   0.58868E-27   0.15730E-26   0.00000E+00   0.00000E+00   0.90461E-28   0.00000E+00
 441000   0.10000E-02   0.16231E+02   0.22667E+01   0.51154E-27   0.14680E-26   0.00000E+00   0.00000E+00   0.95187E-28   0.00000E+00
 441100   0.10000E-02   0.16231E+02   0.22667E+01   0.28427E-27   0.14394E-26   0.00000E+00   0.00000E+00   0.99617E-28   0.00000E+00
 441200   0.10000E-02   0.16231E+02   0.22667E+01   0.43156E-27   0.13247E-26   0.00000E+00   0.00000E+00   0.91844E-28   0.00000E+00
 441300   0.10000E-02   0.16231E+02   0.22667E+01   0.33133E-27   0.15122E-26   0.00000E+00   0.00000E+00   0.86864E-28   0.00000E+00
 441400   0.10000E-02   0.16231E+02   0.22667E+01   0.40392E-27   0.14823E-26   0.00000E+00   0.00000E+00   0.99473E-28   0.00000E+00
 441500   0.10000E-02   0.16231E+02   0.22667E+01   0.27456E-27   0.15141E-26   0.00000E+00   0.00000E+00   0.96368E-28   0.00000E+00
 441600   0.10000E-02   0.16231E+02   0.22667E+01   0.31947E-27   0.16253E-26   0.00000E+00   0.00000E+00   0.92308E-28   0.00000E+00
 441700   0.10000E-02   0.16231E+02   0.22667E+01   0.62055E-27   0.14617E-26   0.00000E+00   0.00000E+00   0.91906E-28   0.00000E+00
 441800   0.10000E-02   0.16231E+02   0.22667E+01   0.35371E-27   0.16083E-26   0.00000E+00   0.00000E+00   0.98709E-28   0.00000E+00
 441900   0.10000E-02   0.16231E+02   0.22667E+01   0.58013E-27   0.17399E-26   0.00000E+00   0.00000E+00   0.10579E-27   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 442000   0.10000E-02   0.16231E+02   0.22667E+01   0.39221E-27   0.14504E-26   0.00000E+00   0.00000E+00   0.10579E-27   0.00000E+00
 442100   0.10000E-02   0.16231E+02   0.22667E+01   0.51331E-27   0.15103E-26   0.00000E+00   0.00000E+00   0.88882E-28   0.00000E+00
 442200   0.10000E-02   0.16231E+02   0.22667E+01   0.48454E-27   0.14512E-26   0.00000E+00   0.00000E+00   0.10218E-27   0.00000E+00
 442300   0.10000E-02   0.16231E+02   0.22667E+01   0.31626E-27   0.16136E-26   0.00000E+00   0.00000E+00   0.95297E-28   0.00000E+00
 442400   0.10000E-02   0.16231E+02   0.22667E+01   0.36252E-27   0.14634E-26   0.00000E+00   0.00000E+00   0.97289E-28   0.00000E+00
 442500   0.10000E-02   0.16231E+02   0.22667E+01   0.51327E-27   0.14194E-26   0.00000E+00   0.00000E+00   0.96040E-28   0.00000E+00
 442600   0.10000E-02   0.16231E+02   0.22667E+01   0.47708E-27   0.13919E-26   0.00000E+00   0.00000E+00   0.78941E-28   0.00000E+00
 442700   0.10000E-02   0.16231E+02   0.22667E+01   0.39168E-27   0.17322E-26   0.00000E+00   0.00000E+00   0.92391E-28   0.00000E+00
 442800   0.10000E-02   0.16231E+02   0.22667E+01   0.36394E-27   0.17303E-26   0.00000E+00   0.00000E+00   0.97299E-28   0.00000E+00
 442900   0.10000E-02   0.16231E+02   0.22667E+01   0.37079E-27   0.13621E-26   0.00000E+00   0.00000E+00   0.90751E-28   0.00000E+00
 443000   0.10000E-02   0.16231E+02   0.22667E+01   0.39095E-27   0.14570E-26   0.00000E+00   0.00000E+00   0.89352E-28   0.00000E+00
 443100   0.10000E-02   0.16231E+02   0.22667E+01   0.42601E-27   0.15678E-26   0.00000E+00   0.00000E+00   0.96183E-28   0.00000E+00
 443200   0.10000E-02   0.16231E+02   0.22667E+01   0.32696E-27   0.14391E-26   0.00000E+00   0.00000E+00   0.10586E-27   0.00000E+00
 443300   0.10000E-02   0.16231E+02   0.22667E+01   0.28863E-27   0.14878E-26   0.00000E+00   0.00000E+00   0.88089E-28   0.00000E+00
 443400   0.10000E-02   0.16231E+02   0.22667E+01   0.35896E-27   0.16091E-26   0.00000E+00   0.00000E+00   0.10168E-27   0.00000E+00
 443500   0.10000E-02   0.16231E+02   0.22667E+01   0.34386E-27   0.15255E-26   0.00000E+00   0.00000E+00   0.10315E-27   0.00000E+00
 443600   0.10000E-02   0.16231E+02   0.22667E+01   0.50030E-27   0.15713E-26   0.00000E+00   0.00000E+00   0.91806E-28   0.00000E+00
 443700   0.10000E-02   0.16231E+02   0.22667E+01   0.42313E-27   0.13956E-26   0.00000E+00   0.00000E+00   0.94702E-28   0.00000E+00
 443800   0.10000E-02   0.16231E+02   0.22667E+01   0.41824E-27   0.15832E-26   0.00000E+00   0.00000E+00   0.97960E-28   0.00000E+00
 443900   0.10000E-02   0.16231E+02   0.22667E+01   0.59817E-27   0.14407E-26   0.00000E+00   0.00000E+00   0.97534E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 444000   0.10000E-02   0.16231E+02   0.22667E+01   0.43764E-27   0.13097E-26   0.00000E+00   0.00000E+00   0.89203E-28   0.00000E+00
 444100   0.10000E-02   0.16231E+02   0.22667E+01   0.39693E-27   0.13633E-26   0.00000E+00   0.00000E+00   0.91649E-28   0.00000E+00
 444200   0.10000E-02   0.16231E+02   0.22667E+01   0.37776E-27   0.14538E-26   0.00000E+00   0.00000E+00   0.94665E-28   0.00000E+00
 444300   0.10000E-02   0.16231E+02   0.22667E+01   0.48649E-27   0.16080E-26   0.00000E+00   0.00000E+00   0.88067E-28   0.00000E+00
 444400   0.10000E-02   0.16231E+02   0.22667E+01   0.43152E-27   0.15708E-26   0.00000E+00   0.00000E+00   0.90989E-28   0.00000E+00
 444500   0.10000E-02   0.16231E+02   0.22667E+01   0.39745E-27   0.16197E-26   0.00000E+00   0.00000E+00   0.10060E-27   0.00000E+00
 444600   0.10000E-02   0.16231E+02   0.22667E+01   0.29520E-27   0.13519E-26   0.00000E+00   0.00000E+00   0.83389E-28   0.00000E+00
 444700   0.10000E-02   0.16231E+02   0.22667E+01   0.34049E-27   0.15693E-26   0.00000E+00   0.00000E+00   0.88491E-28   0.00000E+00
 444800   0.10000E-02   0.16231E+02   0.22667E+01   0.27865E-27   0.15053E-26   0.00000E+00   0.00000E+00   0.85064E-28   0.00000E+00
 444900   0.10000E-02   0.16231E+02   0.22667E+01   0.43409E-27   0.14185E-26   0.00000E+00   0.00000E+00   0.10022E-27   0.00000E+00
 445000   0.10000E-02   0.16231E+02   0.22667E+01   0.48222E-27   0.13740E-26   0.00000E+00   0.00000E+00   0.98642E-28   0.00000E+00
 445100   0.10000E-02   0.16231E+02   0.22667E+01   0.40561E-27   0.15581E-26   0.00000E+00   0.00000E+00   0.88568E-28   0.00000E+00
 445200   0.10000E-02   0.16231E+02   0.22667E+01   0.58536E-27   0.15570E-26   0.00000E+00   0.00000E+00   0.89375E-28   0.00000E+00
 445300   0.10000E-02   0.16231E+02   0.22667E+01   0.38510E-27   0.15279E-26   0.00000E+00   0.00000E+00   0.92980E-28   0.00000E+00
 445400   0.10000E-02   0.16231E+02   0.22667E+01   0.38794E-27   0.15422E-26   0.00000E+00   0.00000E+00   0.10312E-27   0.00000E+00
 445500   0.10000E-02   0.16231E+02   0.22667E+01   0.62726E-27   0.13867E-26   0.00000E+00   0.00000E+00   0.94852E-28   0.00000E+00
 445600   0.10000E-02   0.16231E+02   0.22667E+01   0.31758E-27   0.15883E-26   0.00000E+00   0.00000E+00   0.10256E-27   0.00000E+00
 445700   0.10000E-02   0.16231E+02   0.22667E+01   0.35259E-27   0.16717E-26   0.00000E+00   0.00000E+00   0.10168E-27   0.00000E+00
 445800   0.10000E-02   0.16231E+02   0.22667E+01   0.33076E-27   0.13332E-26   0.00000E+00   0.00000E+00   0.86935E-28   0.00000E+00
 445900   0.10000E-02   0.16231E+02   0.22667E+01   0.37719E-27   0.13537E-26   0.00000E+00   0.00000E+00   0.95866E-28   0.00000E+00
  istep            dt          bulk        stress        cResid     kineResid      epsResid       v2Resid       omResid     nuSAresid
 446000   0.10000E-02   0.16231E+02   0.22667E+01   0.58621E-27   0.16145E-26   0.00000E+00   0.00000E+00   0.96859E-28   0.00000E+00
 446100   0.10000E-02   0.16231E+02   0.22667E+01   0.45659E-27   0.14067E-26   0.00000E+00   0.00000E+00   0.96968E-28   0.00000E+00
 446200   0.10000E-02   0.16231E+02   0.22667E+01   0.36797E-27   0.15470E-26   0.00000E+00   0.00000E+00   0.83673E-28   0.00000E+00
 446300   0.10000E-02   0.16231E+02   0.22667E+01   0.46090E-27   0.15318E-26   0.00000E+00   0.00000E+00   0.98859E-28   0.00000E+00
